project,unit,type,owner,parent,countries,status_tabular,start_year,capacity,production,units,geom,lat,lng,route,url,pci5,pci6,status
Torrevaldaliga Sud power station,TV4,gas_power_plant,Tirreno Power SpA; Tirreno Power SpA,ENGIE SA [50.0%]; Energia Italiana SpA [50.0%],Italy,mothballed,,320,,MW,point,42.124,11.762,,https://www.gem.wiki/Torrevaldaliga_Sud_power_station,,,mothballed_plus
Torrevaldaliga Sud power station,TV5,gas_power_plant,Tirreno Power SpA; Tirreno Power SpA,ENGIE SA [50.0%]; Energia Italiana SpA [50.0%],Italy,operating,2004,760,,MW,point,42.124,11.762,,https://www.gem.wiki/Torrevaldaliga_Sud_power_station,,,operating
Torrevaldaliga Sud power station,TV6,gas_power_plant,Tirreno Power SpA; Tirreno Power SpA,ENGIE SA [50.0%]; Energia Italiana SpA [50.0%],Italy,operating,2005,380,,MW,point,42.124,11.762,,https://www.gem.wiki/Torrevaldaliga_Sud_power_station,,,operating
Torrevaldaliga Sud power station,TV7,gas_power_plant,Tirreno Power SpA; Tirreno Power SpA,ENGIE SA [50.0%]; Energia Italiana SpA [50.0%],Italy,cancelled,,900,,MW,point,42.124,11.762,,https://www.gem.wiki/Torrevaldaliga_Sud_power_station,,,cancelled
Tortosa Energia power station,1,gas_power_plant,Tortosa Energia SA,Cogeneration ENERGIA ESPAÑA SL,Spain,operating,2011,40,,MW,point,40.77,0.53888,,https://www.gem.wiki/Tortosa_Energia_power_station,,,operating
Toruń power station,GT1,gas_power_plant,Polska Grupa Energetyczna SA,Polska Grupa Energetyczna SA,Poland,operating,2017,55,,MW,point,53.047,18.693,,https://www.gem.wiki/Toruń_power_station,,,operating
Toruń power station,GT2,gas_power_plant,Polska Grupa Energetyczna SA,Polska Grupa Energetyczna SA,Poland,operating,2017,55,,MW,point,53.047,18.693,,https://www.gem.wiki/Toruń_power_station,,,operating
Torviscosa power station,1,gas_power_plant,Edison SpA,Edison SpA,Italy,operating,2006,867,,MW,point,45.817,13.289,,https://www.gem.wiki/Torviscosa_power_station,,,operating
Trafford power station,1,gas_power_plant,Carlton Power Ltd,Carlton Power Ltd,United Kingdom,pre-construction,2024,100,,MW,point,53.433,-2.3851,,https://www.gem.wiki/Trafford_power_station,,,pre-construction
Trafford power station,2,gas_power_plant,Carlton Power Ltd,Carlton Power Ltd,United Kingdom,pre-construction,2024,100,,MW,point,53.433,-2.3851,,https://www.gem.wiki/Trafford_power_station,,,pre-construction
Trafford power station,CC,gas_power_plant,Carlton Power Ltd,Carlton Power Ltd,United Kingdom,cancelled,,844,,MW,point,53.433,-2.3851,,https://www.gem.wiki/Trafford_power_station,,,cancelled
Trakya power station,1,gas_power_plant,Trakya Elektrik Üretim ve Ticaret AŞ,Inter RAO PJSC,Türkiye,operating,1999,1200,,MW,point,40.998,27.98,,https://www.gem.wiki/Trakya_power_station,,,operating
Trapani power station,1,gas_power_plant,EP Produzione SpA,Energetický a průmyslový holding AS,Italy,operating,1987,107.8,,MW,point,37.877,12.589,,https://www.gem.wiki/Trapani_power_station,,,operating
Trapani power station,2,gas_power_plant,EP Produzione SpA,Energetický a průmyslový holding AS,Italy,operating,1988,107.8,,MW,point,37.877,12.589,,https://www.gem.wiki/Trapani_power_station,,,operating
Trapani power station,2-1,gas_power_plant,EP Produzione SpA,Energetický a průmyslový holding AS,Italy,pre-construction,2024,55,,MW,point,37.877,12.589,,https://www.gem.wiki/Trapani_power_station,,,pre-construction
Trapani power station,2-2,gas_power_plant,EP Produzione SpA,Energetický a průmyslový holding AS,Italy,pre-construction,2024,55,,MW,point,37.877,12.589,,https://www.gem.wiki/Trapani_power_station,,,pre-construction
Trapani power station,2-3,gas_power_plant,EP Produzione SpA,Energetický a průmyslový holding AS,Italy,pre-construction,2024,55,,MW,point,37.877,12.589,,https://www.gem.wiki/Trapani_power_station,,,pre-construction
Trapani power station,2-4,gas_power_plant,EP Produzione SpA,Energetický a průmyslový holding AS,Italy,pre-construction,2024,55,,MW,point,37.877,12.589,,https://www.gem.wiki/Trapani_power_station,,,pre-construction
Trianel Hamm power station,Block 10,gas_power_plant,Trianel Gaskraftwerk Hamm GmbH & Co KG; Trianel Gaskraftwerk Hamm GmbH & Co KG; Trianel Gaskraftwerk Hamm GmbH & Co KG; Trianel Gaskraftwerk Hamm GmbH & Co KG; Trianel Gaskraftwerk Hamm GmbH & Co KG; Trianel Gaskraftwerk Hamm GmbH & Co KG; Trianel Gaskraftwerk Hamm GmbH & Co KG; Trianel Gaskraftwerk Hamm GmbH & Co KG,Energie- und Wasserversorgung Mittleres Ruhrgebiet GmbH; RhönEnergie Fulda GmbH; Stadtwerke Aachen AG; Stadtwerke Bonn GmbH; Stadtwerke Herne AG; Stadtwerke Lübeck Holding GmbH,Germany,operating,2008,417,,MW,point,51.674,7.9291,,https://www.gem.wiki/Trianel_Hamm_power_station,,,operating
Trianel Hamm power station,Block 20,gas_power_plant,Trianel Gaskraftwerk Hamm GmbH & Co KG; Trianel Gaskraftwerk Hamm GmbH & Co KG; Trianel Gaskraftwerk Hamm GmbH & Co KG; Trianel Gaskraftwerk Hamm GmbH & Co KG; Trianel Gaskraftwerk Hamm GmbH & Co KG; Trianel Gaskraftwerk Hamm GmbH & Co KG; Trianel Gaskraftwerk Hamm GmbH & Co KG; Trianel Gaskraftwerk Hamm GmbH & Co KG,Energie- und Wasserversorgung Mittleres Ruhrgebiet GmbH; RhönEnergie Fulda GmbH; Stadtwerke Aachen AG; Stadtwerke Bonn GmbH; Stadtwerke Herne AG; Stadtwerke Lübeck Holding GmbH,Germany,operating,2008,421,,MW,point,51.674,7.9291,,https://www.gem.wiki/Trianel_Hamm_power_station,,,operating
Trianel Hamm power station,Block 30,gas_power_plant,Trianel Gaskraftwerk Hamm GmbH & Co KG; Trianel Gaskraftwerk Hamm GmbH & Co KG; Trianel Gaskraftwerk Hamm GmbH & Co KG; Trianel Gaskraftwerk Hamm GmbH & Co KG; Trianel Gaskraftwerk Hamm GmbH & Co KG; Trianel Gaskraftwerk Hamm GmbH & Co KG; Trianel Gaskraftwerk Hamm GmbH & Co KG; Trianel Gaskraftwerk Hamm GmbH & Co KG,Energie- und Wasserversorgung Mittleres Ruhrgebiet GmbH; RhönEnergie Fulda GmbH; Stadtwerke Aachen AG; Stadtwerke Bonn GmbH; Stadtwerke Herne AG; Stadtwerke Lübeck Holding GmbH,Germany,announced,2026,500,,MW,point,51.674,7.9291,,https://www.gem.wiki/Trianel_Hamm_power_station,,,proposed_plus
Trypilska power station,5,gas_power_plant,Centerenergo PJSC; Centerenergo PJSC,Centerenergo PJSC; Centerenergo PJSC,Ukraine,operating,1971,300,,MW,point,50.134,30.747,,https://www.gem.wiki/Trypilska_power_station,,,operating
Trypilska power station,6,gas_power_plant,Centerenergo PJSC; Centerenergo PJSC,Centerenergo PJSC; Centerenergo PJSC,Ukraine,operating,1972,300,,MW,point,50.134,30.747,,https://www.gem.wiki/Trypilska_power_station,,,operating
Turbigo power station,4,gas_power_plant,Iren Energia SpA,Iren SpA,Italy,operating,2008,855,,MW,point,45.521,8.7413,,https://www.gem.wiki/Turbigo_power_station,,,operating
Turbigo power station,5,gas_power_plant,Iren Energia SpA,Iren SpA,Italy,operating,2022,430,,MW,point,45.521,8.7413,,https://www.gem.wiki/Turbigo_power_station,,,operating
Turcas Denizli Doğalgaz S. power station,1,gas_power_plant,Turcas Petrol AŞ [30.0%]; RWE AG [70.0%],RWE AG [70.0%],Türkiye,operating,2013,797.4,,MW,point,37.85,29.415,,https://www.gem.wiki/Turcas_Denizli_Doğalgaz_S._power_station,,,operating
Turceni power station,5,gas_power_plant,Complexul Energetic Oltenia (CE Oltenia) [TO BE DELETED],Complexul Energetic Oltenia (CE Oltenia) [TO BE DELETED],Romania,pre-construction,2024,475,,MW,point,44.67,23.408,,https://www.gem.wiki/Turceni_power_station,,,pre-construction
Tynagh power station,1,gas_power_plant,Tynagh Energy,Energetický a průmyslový holding AS [80.0%]; Mountside Partners Ltd [20.0%],Ireland,operating,2006,404,,MW,point,53.166,-8.381,,https://www.gem.wiki/Tynagh_power_station,,,operating
Tynagh power station,GT1,gas_power_plant,Tynagh Energy,Energetický a průmyslový holding AS [80.0%]; Mountside Partners Ltd [20.0%],Ireland,cancelled,,299,,MW,point,53.166,-8.381,,https://www.gem.wiki/Tynagh_power_station,,,cancelled
UPM Schongau power station,HKW 3,gas_power_plant,UPM Germany GmbH,UPM-Kymmene Oyj,Germany,operating,2014,88,,MW,point,47.806,10.902,,https://www.gem.wiki/UPM_Schongau_power_station,,,operating
UPM Schongau power station,ST,gas_power_plant,UPM Germany GmbH,UPM-Kymmene Oyj,Germany,operating,1954,90,,MW,point,47.806,10.902,,https://www.gem.wiki/UPM_Schongau_power_station,,,operating
Universitat Freiburg power station,1,gas_power_plant,Universitätsklinikum Freiburg,Universitätsklinikum Freiburg,Germany,operating,2001,27,,MW,point,48.006,7.8335,,https://www.gem.wiki/Universitat_Freiburg_power_station,,,operating
Unterbreizbach power station,1,gas_power_plant,K+S AG,K+S AG,Germany,operating,1995,20,,MW,point,50.813,9.9775,,https://www.gem.wiki/Unterbreizbach_power_station,,,operating
Vado Ligure power station,VL5,gas_power_plant,Tirreno Power SpA; Tirreno Power SpA,ENGIE SA [50.0%]; Energia Italiana SpA [50.0%],Italy,operating,2007,800,,MW,point,44.276,8.4305,,https://www.gem.wiki/Vado_Ligure_power_station,,,operating
Vado Ligure power station,VL7,gas_power_plant,Tirreno Power SpA; Tirreno Power SpA,ENGIE SA [50.0%]; Energia Italiana SpA [50.0%],Italy,cancelled,,900,,MW,point,44.276,8.4305,,https://www.gem.wiki/Vado_Ligure_power_station,,,cancelled
Vaires power station,1,gas_power_plant,EDF,EDF,France,operating,2008,200,,MW,point,48.874,2.6559,,https://www.gem.wiki/Vaires_power_station,,,operating
Vaires power station,2,gas_power_plant,EDF,EDF,France,operating,2008,200,,MW,point,48.874,2.6559,,https://www.gem.wiki/Vaires_power_station,,,operating
Vaires power station,3,gas_power_plant,EDF,EDF,France,operating,2009,200,,MW,point,48.874,2.6559,,https://www.gem.wiki/Vaires_power_station,,,operating
Valbasento power station,IC1&2,gas_power_plant,Tecnoparco Valbasento SpA,Tecnoparco Valbasento SpA,Italy,operating,1999,44,,MW,point,40.425,16.557,,https://www.gem.wiki/Valbasento_power_station,,,operating
Valbasento power station,ST1,gas_power_plant,Tecnoparco Valbasento SpA,Tecnoparco Valbasento SpA,Italy,operating,1972,140,,MW,point,40.425,16.557,,https://www.gem.wiki/Valbasento_power_station,,,operating
Valbasento power station,ST2,gas_power_plant,Tecnoparco Valbasento SpA,Tecnoparco Valbasento SpA,Italy,operating,1972,140,,MW,point,40.425,16.557,,https://www.gem.wiki/Valbasento_power_station,,,operating
Valero Pembroke power station,1,gas_power_plant,Valero Energy Ltd,Valero Energy Corp,United Kingdom,operating,2021,45,,MW,point,51.683,-5.0292,,https://www.gem.wiki/Valero_Pembroke_power_station,,,operating
Van CCGE power station,1,gas_power_plant,Aksa Enerji Uretim AŞ,Aksa Enerji Uretim AŞ,Türkiye,mothballed,2010,115,,MW,point,38.574,43.312,,https://www.gem.wiki/Van_CCGE_power_station,,,mothballed_plus
Vanaja power station,GT1,gas_power_plant,Fingrid Oyj,Government of Finland; other,Finland,operating,,50,,MW,point,60.975,24.505,,https:/.gem.wiki/Vanaja_power_station,,,operating
Varengeville power station,CHP,gas_power_plant,EDF,EDF,France,operating,1998,43,,MW,point,49.903,1.002,,https://www.gem.wiki/Varengeville_power_station,,,operating
Varna power station,4,gas_power_plant,TPP Varna EAD,SIGDA OOD,Bulgaria,mothballed,1977,210,,MW,point,43.195,27.765,,https://www.gem.wiki/Varna_power_station,,,mothballed_plus
Varna power station,5,gas_power_plant,TPP Varna EAD,SIGDA OOD,Bulgaria,mothballed,1978,210,,MW,point,43.195,27.765,,https://www.gem.wiki/Varna_power_station,,,mothballed_plus
Varna power station,6,gas_power_plant,TPP Varna EAD,SIGDA OOD,Bulgaria,operating,1979,210,,MW,point,43.195,27.765,,https://www.gem.wiki/Varna_power_station,,,operating
Varna power station,7,gas_power_plant,TPP Varna EAD,SIGDA OOD,Bulgaria,pre-construction,2025,275,,MW,point,43.195,27.765,,https://www.gem.wiki/Varna_power_station,,,pre-construction
Varna power station,8,gas_power_plant,TPP Varna EAD,SIGDA OOD,Bulgaria,pre-construction,2025,275,,MW,point,43.195,27.765,,https://www.gem.wiki/Varna_power_station,,,pre-construction
Vasilikos power station,CC1,gas_power_plant,Electricity Authority of Cyprus,Electricity Authority of Cyprus,Cyprus,operating,2008,220,,MW,point,34.727,33.29,,https://www.gem.wiki/Vasilikos_power_station,,,operating
Vasilikos power station,CC2,gas_power_plant,Electricity Authority of Cyprus,Electricity Authority of Cyprus,Cyprus,operating,2012,220,,MW,point,34.727,33.29,,https://www.gem.wiki/Vasilikos_power_station,,,operating
Vasilikos power station,CC6,gas_power_plant,Electricity Authority of Cyprus,Electricity Authority of Cyprus,Cyprus,construction,2024,160,,MW,point,34.727,33.29,,https://www.gem.wiki/Vasilikos_power_station,,,construction_plus
Vasilikos power station,GT1,gas_power_plant,Electricity Authority of Cyprus,Electricity Authority of Cyprus,Cyprus,operating,2003,38,,MW,point,34.727,33.29,,https://www.gem.wiki/Vasilikos_power_station,,,operating
Vasilikos power station,ST1,gas_power_plant,Electricity Authority of Cyprus,Electricity Authority of Cyprus,Cyprus,operating,2002,130,,MW,point,34.727,33.29,,https://www.gem.wiki/Vasilikos_power_station,,,operating
Vasilikos power station,ST2,gas_power_plant,Electricity Authority of Cyprus,Electricity Authority of Cyprus,Cyprus,operating,2002,130,,MW,point,34.727,33.29,,https://www.gem.wiki/Vasilikos_power_station,,,operating
Vasilikos power station,ST3,gas_power_plant,Electricity Authority of Cyprus,Electricity Authority of Cyprus,Cyprus,operating,2005,130,,MW,point,34.727,33.29,,https://www.gem.wiki/Vasilikos_power_station,,,operating
Vaskiluotos power station,GT1,gas_power_plant,Vaasan Voima [TO BE DELETED] Oy,Vaasan Voima [TO BE DELETED] Oy,Finland,operating,1972,162,,MW,point,63.09,21.553,,https:/.gem.wiki/Vaskiluotos_power_station,,,operating
Vazzio power station,GT1,gas_power_plant,EDF Production Electrique Insulaire SAS,Electricité de France SA,France,operating,2007,20,,MW,point,41.932,8.7204,,https://www.gem.wiki/Vazzio_power_station,,,operating
Vazzio power station,IC1,gas_power_plant,EDF Production Electrique Insulaire SAS,Electricité de France SA,France,operating,1981,133,,MW,point,41.932,8.7204,,https://www.gem.wiki/Vazzio_power_station,,,operating
Vazzio power station,IC2,gas_power_plant,EDF Production Electrique Insulaire SAS,Electricité de France SA,France,pre-construction,2026,125,,MW,point,41.932,8.7204,,https://www.gem.wiki/Vazzio_power_station,,,pre-construction
Velsen Mill power station,1,gas_power_plant,Papierfabrik Van Gelder Zone,Andlinger & Company,Netherlands,operating,1984,20,,MW,point,52.466,4.6362,,https:/.gem.wiki/Velsen_Mill_power_station,,,operating
Velsen power station,24,gas_power_plant,Vattenfall AB,Vattenfall AB,Netherlands,operating,,460,,MW,point,52.472,4.6329,,https:/.gem.wiki/Velsen_power_station,,,operating
Velsen power station,25,gas_power_plant,Vattenfall AB,Vattenfall AB,Netherlands,operating,,360,,MW,point,52.472,4.6329,,https:/.gem.wiki/Velsen_power_station,,,operating
Veolia Ploiesti power station,GT1,gas_power_plant,Veolia Environnement SA,Veolia Environnement SA,Romania,operating,2010,25,,MW,point,44.934,26.025,,https://www.gem.wiki/Veolia_Ploiesti_power_station,,,operating
Verzuolo power station,1,gas_power_plant,GEVER SpA,Burgo Group SpA,Italy,operating,2002,140,,MW,point,44.595,7.4858,,https://www.gem.wiki/Verzuolo_power_station,,,operating
Viana Mill power station,CC1,gas_power_plant,DS Smith Viana,DS Smith PLC,Portugal,operating,2010,40,,MW,point,41.7,-8.715,,https://www.gem.wiki/Viana_Mill_power_station,,,operating
Viana Mill power station,GT1,gas_power_plant,DS Smith Viana,DS Smith PLC,Portugal,operating,2008,31,,MW,point,41.7,-8.715,,https://www.gem.wiki/Viana_Mill_power_station,,,operating
Viborg power station,1,gas_power_plant,Energi Viborg AS,Energi Viborg AS,Denmark,operating,1996,55,,MW,point,56.474,9.4126,,https:/.gem.wiki/Viborg_power_station,,,operating
Viking power station,1,gas_power_plant,Whitetower Energy Ltd,Whitetower Energy Ltd,United Kingdom,operating,1997,50,,MW,point,54.607,-1.2027,,https://www.gem.wiki/Viking_power_station,,,operating
Vila Ibiza power station,1,gas_power_plant,Endesa SA,Endesa SA,Spain,operating,2012,25,,MW,point,38.912,1.4267,,https://www.gem.wiki/Vila_Ibiza_power_station,,,operating
Vila Ibiza power station,2,gas_power_plant,Endesa SA,Endesa SA,Spain,operating,2013,25,,MW,point,38.912,1.4267,,https://www.gem.wiki/Vila_Ibiza_power_station,,,operating
Vila Ibiza power station,3,gas_power_plant,Endesa SA,Endesa SA,Spain,operating,2013,25,,MW,point,38.912,1.4267,,https://www.gem.wiki/Vila_Ibiza_power_station,,,operating
Vilnius Third cogeneration power station,1,gas_power_plant,Ignitis Grupe AB,Ignitis Grupe AB,Lithuania,retired,1983,180,,MW,point,54.664,25.232,,https://www.gem.wiki/Vilnius_Third_cogeneration_power_station,,,retired
Vilnius Third cogeneration power station,2,gas_power_plant,Ignitis Grupe AB,Ignitis Grupe AB,Lithuania,retired,1983,180,,MW,point,54.664,25.232,,https://www.gem.wiki/Vilnius_Third_cogeneration_power_station,,,retired
Vilvoorde power station,1,gas_power_plant,Electrabel NV/SA,ENGIE SA,Belgium,operating,2001,255,,MW,point,50.941,4.4246,,https://www.gem.wiki/Vilvoorde_power_station,,,operating
Vilvoorde power station,2,gas_power_plant,Electrabel NV/SA,ENGIE SA,Belgium,shelved,2025,870,,MW,point,50.941,4.4246,,https://www.gem.wiki/Vilvoorde_power_station,,,shelved
Vitry-Arrighi power station,1,gas_power_plant,EDF,EDF,France,operating,1997,125,,MW,point,48.786,2.4188,,https://www.gem.wiki/Vitry-Arrighi_power_station,,,operating
Vitry-Arrighi power station,2,gas_power_plant,EDF,EDF,France,operating,2007,125,,MW,point,48.786,2.4188,,https://www.gem.wiki/Vitry-Arrighi_power_station,,,operating
Vitry-sur-Seine cogeneration power station,1,gas_power_plant,Paris Urban Heating Company SA; Paris Urban Heating Company SA; COGETHERM,ENGIE SA; Electricité de France SA,France,operating,2001,125,,MW,point,48.789,2.4173,,https://www.gem.wiki/Vitry-sur-Seine_cogeneration_power_station,,,operating
Vitória power station,Phase 1&2,gas_power_plant,Empresa de Electricidade da Madeira SA,Empresa de Electricidade da Madeira SA,Portugal,operating,1980,118,,MW,point,32.648,-16.968,,https:/.gem.wiki/Vitória_power_station,,,operating
Vitória power station,Phase 3,gas_power_plant,Empresa de Electricidade da Madeira SA,Empresa de Electricidade da Madeira SA,Portugal,operating,2015,54.5,,MW,point,32.648,-16.968,,https:/.gem.wiki/Vitória_power_station,,,operating
Vlora power station,1,gas_power_plant,Korporata Elektroenergjitike Shqiptare,Korporata Elektroenergjitike Shqiptare,Albania,mothballed,2011,97,,MW,point,40.49,19.435,,https://www.gem.wiki/Vlora_power_station,,,mothballed_plus
